state,city,date,aqi,pm2.5,pm10,no2,so2,o3
Tamil Nadu,Madurai,30-07-2015,141,49.7,222.57,135.34,36.03,113.31
Tamil Nadu,Madurai,31-07-2015,27,66.34,350.83,120.35,54.65,5.34
Tamil Nadu,Madurai,03-08-2015,481,47.47,341.81,165.15,50.33,21.31
Tamil Nadu,Madurai,11-08-2015,312,232.81,97.51,158.09,31.14,143.06
Tamil Nadu,Madurai,18-08-2015,326,277.22,257.85,89.37,37.15,104.13
Tamil Nadu,Madurai,21-08-2015,337,144.49,47.58,101.8,61.01,176.23
Tamil Nadu,Madurai,25-08-2015,473,125.78,320.72,25.63,28.27,128.26
Tamil Nadu,Madurai,29-08-2015,447,52.58,104.34,163.31,42.91,151.18
Tamil Nadu,Madurai,04-09-2015,190,216.72,264.02,111.24,85.5,56.06
Tamil Nadu,Madurai,06-09-2015,460,154.57,36.76,169.19,18.06,181.72
Tamil Nadu,Madurai,07-10-2015,396,133.12,127.98,1.65,80.68,110.55
Tamil Nadu,Madurai,08-10-2015,138,44.55,137.12,42.34,80.78,85.52
Tamil Nadu,Madurai,26-10-2015,110,65,364.57,35.3,17.69,41.39
Tamil Nadu,Madurai,30-10-2015,212.5,228.725,206.175,75.045,64.14,106.985
Tamil Nadu,Madurai,16-11-2015,191,292.33,121.02,93.38,87.92,169.66
Tamil Nadu,Madurai,06-12-2015,340,10.71,266.62,158.6,19.54,183.64
Tamil Nadu,Madurai,08-12-2015,188,178.17,10.38,9.38,59.93,111.98
Tamil Nadu,Madurai,29-12-2015,252,228.3,285.56,111.05,15.84,84.94
Tamil Nadu,Madurai,03-01-2016,240,154.58,328.74,35.1,53.62,115.85
Tamil Nadu,Madurai,10-01-2016,427,57.35,304.33,48.15,28.61,194.74
Tamil Nadu,Madurai,24-01-2016,500,6.5,339.3,22.41,33.93,3.29
Tamil Nadu,Madurai,30-01-2016,196,218.61,262.74,9.72,15.05,66.59
Tamil Nadu,Madurai,05-02-2016,193,81.48,14.31,2.99,78.41,97.87
Tamil Nadu,Madurai,23-02-2016,134,278.9,95.15,123.56,57.69,124.31
Tamil Nadu,Madurai,04-03-2016,195,221.27,59.37,0.02,47.74,38.65
Tamil Nadu,Madurai,14-03-2016,129,267.4,111.62,24.67,54.63,30.96
Tamil Nadu,Madurai,20-03-2016,102,141.28,377.69,193.1,51.93,180.32
Tamil Nadu,Madurai,28-03-2016,130,260.62,182.81,4.44,42.39,163.71
Tamil Nadu,Madurai,04-04-2016,382,215.08,152.7,57.5,64.28,28.04
Tamil Nadu,Madurai,08-04-2016,496,244.28,233.85,7.25,52.23,66.82
Tamil Nadu,Madurai,10-04-2016,202,295.79,112.45,70.54,66.95,85.62
Tamil Nadu,Madurai,16-04-2016,395,90.27,12.04,137.42,85,160.67
Tamil Nadu,Madurai,19-04-2016,221,137.29,46.21,91.98,79.15,175.49
Tamil Nadu,Madurai,19-05-2016,176,211.48,5.25,23.82,22.2,75.17
Tamil Nadu,Madurai,22-05-2016,136,289.9,316.66,9.62,24.55,11.62
Tamil Nadu,Madurai,24-06-2016,469,230.91,297.96,195.12,83.16,148.03
Tamil Nadu,Madurai,04-07-2016,276,96.92,152.17,114.98,15.51,148.59
Tamil Nadu,Madurai,06-07-2016,378,69.52,282.03,1,26.95,163.25
Tamil Nadu,Madurai,11-07-2016,208,25.16,231.23,40.64,55.82,116.9
Tamil Nadu,Madurai,14-07-2016,65,112.1,73.85,66.86,45.03,38.7
Tamil Nadu,Madurai,19-07-2016,31,289.97,52.01,72.09,0.29,64.81
Tamil Nadu,Madurai,03-08-2016,113,239.15,28.82,50.7,57.21,60.42
Tamil Nadu,Madurai,07-08-2016,410,288.97,112.75,1.77,99.1,143.8
Tamil Nadu,Madurai,16-08-2016,325,90.8,175.27,120.66,29.2,5.13
Tamil Nadu,Madurai,28-08-2016,16,199.03,19.16,147.59,99.06,2.53
Tamil Nadu,Madurai,13-09-2016,272,13.22,65.31,24.99,22.1,93.09
Tamil Nadu,Madurai,25-09-2016,433,134.82,367.31,146.66,69.83,52.77
Tamil Nadu,Madurai,28-09-2016,497,98.09,396.94,17.61,42.84,188.28
Tamil Nadu,Madurai,01-10-2016,45,205.27,307.79,128.58,37.53,112.51
Tamil Nadu,Madurai,11-10-2016,129,227.71,43.4,169.8,29.83,146.7
Tamil Nadu,Madurai,20-10-2016,128,290.24,397.74,104.98,76.87,108.53
Tamil Nadu,Madurai,24-10-2016,349,208.95,86.81,56.01,46.74,157.14
Tamil Nadu,Madurai,02-11-2016,405,108.43,306.85,166.3,15.24,47.01
Tamil Nadu,Madurai,04-11-2016,98,210.21,325.07,4.57,32.73,155.54
Tamil Nadu,Madurai,13-11-2016,86,183.32,5.76,123.08,29.42,57.27
Tamil Nadu,Madurai,18-12-2016,150,216.65,307.56,83.95,38.14,134.14
Tamil Nadu,Madurai,29-12-2016,170,119.9,78.91,151.56,7.47,133.34
Tamil Nadu,Madurai,20-01-2017,323,226.43,209.36,32.17,53.73,54.44
Tamil Nadu,Madurai,26-01-2017,39,196.94,89.96,46.99,6.51,168.82
Tamil Nadu,Madurai,03-02-2017,327,225.53,309.36,68.38,78.63,87.28
Tamil Nadu,Madurai,08-02-2017,303,133.63,325.38,14.69,20.21,61.25
Tamil Nadu,Madurai,15-02-2017,54,51.66,155.42,21.63,50.15,129.9
Tamil Nadu,Madurai,03-03-2017,254,184.52,96.69,5.01,57.14,89.33
Tamil Nadu,Madurai,07-03-2017,489,72.81,79.9,37.05,98.71,90.27
Tamil Nadu,Madurai,10-03-2017,433,90.61,12.64,176.39,4.68,25.75
Tamil Nadu,Madurai,27-03-2017,252.67,296.34,156.48,57.58,52.04,78.58
Tamil Nadu,Madurai,30-03-2017,179,101.79,302.34,52.67,49.78,176.8
Tamil Nadu,Madurai,31-03-2017,352,181.79,101.69,34.49,97.89,156.38
Tamil Nadu,Madurai,04-04-2017,143,225.36,208.1,82.32,7.68,152.68
Tamil Nadu,Madurai,06-04-2017,1,130.88,215.04,65.03,52,114.71
Tamil Nadu,Madurai,03-05-2017,215,200.555,206.49,114.535,42.44,121.52
Tamil Nadu,Madurai,10-05-2017,77,71.92,253.77,160.9,25.31,125.56
Tamil Nadu,Madurai,17-05-2017,301,51.57,120,69.51,36.71,195.62
Tamil Nadu,Madurai,15-06-2017,289,32.93,193.05,52.56,47.22,170.35
Tamil Nadu,Madurai,22-06-2017,242,264.06,327.54,162.15,9.09,196.86
Tamil Nadu,Madurai,25-06-2017,492,40.97,31.73,112.68,90.7,57.8
Tamil Nadu,Madurai,26-06-2017,340,293.9,265.65,11.1,96.72,190.61
Tamil Nadu,Madurai,29-06-2017,479,193.51,105.1,111.15,38.19,124.2
Tamil Nadu,Madurai,12-07-2017,237,273.65,335.22,59.99,20.27,24.15
Tamil Nadu,Madurai,24-07-2017,333,6.73,47.68,189.47,17.95,8.5
Tamil Nadu,Madurai,10-08-2017,131,290.09,320.81,78.99,58.04,125.73
Tamil Nadu,Madurai,13-08-2017,462,119,169.88,31.54,82.41,90.77
Tamil Nadu,Madurai,25-08-2017,278,115.13,64.22,186.02,43.45,160.11
Tamil Nadu,Madurai,05-09-2017,162,109.05,305.81,54.73,82.43,95.74
Tamil Nadu,Madurai,11-09-2017,395,210.81,322.66,177.5,53.95,81.61
Tamil Nadu,Madurai,12-09-2017,350,57.59,299.27,81.24,87.4,108.22
Tamil Nadu,Madurai,29-09-2017,310,184.96,316.93,60.48,15.58,130.71
Tamil Nadu,Madurai,01-10-2017,341,87.15,155.06,124.82,48.26,92.15
Tamil Nadu,Madurai,04-10-2017,218,118.18,113.63,94.08,64.51,72.36
Tamil Nadu,Madurai,05-10-2017,222,0.76,11.78,50.39,14.68,196.49
Tamil Nadu,Madurai,06-10-2017,379,1.03,106.27,32.28,93.03,178.76
Tamil Nadu,Madurai,10-10-2017,105,80.39,133.55,118.64,3.86,195.29
Tamil Nadu,Madurai,13-10-2017,22,127.68,43.82,47.04,80.69,7.17
Tamil Nadu,Madurai,31-10-2017,224,185.15,358.95,190.2,92.91,108.02
Tamil Nadu,Madurai,06-11-2017,121,240.58,11.27,59.63,61.9,149.22
Tamil Nadu,Madurai,20-11-2017,474,219,394.88,64.95,80.56,172.12
Tamil Nadu,Madurai,27-11-2017,369,194.83,268.04,180.32,31.52,35.65
Tamil Nadu,Madurai,28-11-2017,311,255.83,42.62,158.51,61.56,72.94
Tamil Nadu,Madurai,01-12-2017,231,77.94,126.14,55.95,18.57,34.94
Tamil Nadu,Madurai,02-12-2017,365,199.85,286.31,56.46,4.2,72.84
Tamil Nadu,Madurai,12-12-2017,282,228.68,97.85,33.84,51.28,186.09
Tamil Nadu,Madurai,27-12-2017,119,45.26,351.64,176.16,48.18,71.7
Tamil Nadu,Madurai,05-01-2018,362,223.33,256.84,104.76,49.41,119.4
Tamil Nadu,Madurai,09-01-2018,473,128.24,255.88,40.44,99.1,197.77
Tamil Nadu,Madurai,07-02-2018,244,247.28,228.96,172.41,27.11,54.34
Tamil Nadu,Madurai,12-02-2018,467,190.5,290.12,39.11,94.44,64.75
Tamil Nadu,Madurai,25-02-2018,35,140.6,15.58,154.06,27.12,153.27
Tamil Nadu,Madurai,04-03-2018,445,268.89,312.1,23.7,27.64,7.56
Tamil Nadu,Madurai,05-03-2018,117,244.19,319.89,9.72,99.44,73.08
Tamil Nadu,Madurai,27-03-2018,400,147.96,262.56,62.8,93.85,84.21
Tamil Nadu,Madurai,29-03-2018,16,133.12,157.29,70.97,14.15,20.2
Tamil Nadu,Madurai,05-04-2018,442,246.51,160.81,47.03,96.9,106.88
Tamil Nadu,Madurai,27-04-2018,339,0.8,329.98,91.33,30.68,114.44
Tamil Nadu,Madurai,07-05-2018,198,72.2,138.93,120.29,44.39,182.2
Tamil Nadu,Madurai,19-05-2018,301,16.58,336.06,13.84,86.38,36.42
Tamil Nadu,Madurai,20-05-2018,64,251.74,175.11,63.42,22.14,59.08
Tamil Nadu,Madurai,26-05-2018,289,185.15,181.475,65.67,50.065,121.195
Tamil Nadu,Madurai,27-05-2018,28,15.52,256.11,101.29,43.9,73.31
Tamil Nadu,Madurai,05-06-2018,385,278.5,66.45,191.77,70.8,71.98
Tamil Nadu,Madurai,10-06-2018,435,229.42,171.5,159.17,63.54,110.03
Tamil Nadu,Madurai,15-06-2018,225,221,175.6,4.76,56.19,92.84
Tamil Nadu,Madurai,27-06-2018,24,246.78,272.96,37.02,5.95,76.76
Tamil Nadu,Madurai,29-06-2018,337,188.95,114.38,143.59,20.79,169.92
Tamil Nadu,Madurai,06-07-2018,494,0.06,365.42,23.33,81.76,9.56
Tamil Nadu,Madurai,27-07-2018,53,40.59,243.34,97.94,3.13,43.38
Tamil Nadu,Madurai,30-08-2018,223,294.33,203.27,197.49,51.32,156.79
Tamil Nadu,Madurai,21-09-2018,174.5,220.23,279.685,102.925,59.47,161.3
Tamil Nadu,Madurai,24-09-2018,175.6666667,101.4633333,111.6466667,120.22,62.98666667,139.5733333
Tamil Nadu,Madurai,25-09-2018,100,106.91,152.74,127.01,29.51,158.41
Tamil Nadu,Madurai,14-10-2018,181,185.24,135.9,4.65,79.85,39.78
Tamil Nadu,Madurai,26-10-2018,323,186.02,268.85,32.05,84.25,194.12
Tamil Nadu,Madurai,03-11-2018,102,66.39,60.68,30.35,64.37,87.08
Tamil Nadu,Madurai,06-11-2018,288,14.95,194.72,159.12,76.51,136.53
Tamil Nadu,Madurai,09-11-2018,219,253.06,260.89,185.69,59.71,9
Tamil Nadu,Madurai,10-11-2018,464,264.81,333.38,47.7,26.95,192.94
Tamil Nadu,Madurai,05-12-2018,194,177.97,346.82,190.08,63.32,145.07
Tamil Nadu,Madurai,10-12-2018,126,41.8,190.8,185.41,84.54,175.8
Tamil Nadu,Madurai,13-12-2018,42,243.28,109.61,53.27,98.18,53.23
Tamil Nadu,Madurai,19-12-2018,151,205.13,132.6,2.49,22.95,150.35
Tamil Nadu,Madurai,28-12-2018,317,21.63,106.15,182.65,22.02,15.32
Tamil Nadu,Madurai,04-01-2019,393,76.52,310,75.16,36.54,44.5
Tamil Nadu,Madurai,05-01-2019,384,81.26,328.35,151.38,28.28,76.72
Tamil Nadu,Madurai,09-01-2019,358,34.01,332.45,44.41,93.19,149.39
Tamil Nadu,Madurai,31-01-2019,460,226.98,252.68,30.93,41.34,70.42
Tamil Nadu,Madurai,03-02-2019,418,152.05,335.37,158.36,66.57,192.25
Tamil Nadu,Madurai,07-02-2019,389,251.52,384.66,95.07,50.77,7.86
Tamil Nadu,Madurai,13-02-2019,3,9.45,187.18,184.04,63.5,44.98
Tamil Nadu,Madurai,08-03-2019,348,114.17,199.41,137.5,88.87,120.9
Tamil Nadu,Madurai,11-03-2019,107,28.54,13.68,141.92,94.94,151.71
Tamil Nadu,Madurai,12-03-2019,402,153.83,210.93,174.97,23.5,32.27
Tamil Nadu,Madurai,16-03-2019,251,298.9,398.97,108.74,76.73,93.56
Tamil Nadu,Madurai,02-04-2019,418,203.92,96.21,8.85,61.12,117.23
Tamil Nadu,Madurai,09-04-2019,219,249.14,214.08,100.61,45.03,27.02
Tamil Nadu,Madurai,21-04-2019,60,37.21,267.08,154.92,5.55,146.17
Tamil Nadu,Madurai,27-04-2019,327,88.94,288.34,106.43,88.99,165.26
Tamil Nadu,Madurai,03-05-2019,1,284.44,396.53,101.59,96.43,50.29
Tamil Nadu,Madurai,14-05-2019,301,235.3,137.86,92.94,94.15,9.46
Tamil Nadu,Madurai,10-06-2019,19,259.43,298.36,136.5,34.34,33.9
Tamil Nadu,Madurai,28-06-2019,110,112.78,41.5,10.26,70.22,149.16
Tamil Nadu,Madurai,10-07-2019,407,91.05,191.6,134.97,89.21,75.55
Tamil Nadu,Madurai,19-07-2019,160,70.15,38.94,161.1,92.62,18.54
Tamil Nadu,Madurai,02-08-2019,256,80.38,351.05,50.23,3.8,166.08
Tamil Nadu,Madurai,05-08-2019,14,121.05,235.65,95.19,68.54,197.5
Tamil Nadu,Madurai,11-08-2019,22,161.91,109.82,102.22,34.73,125.26
Tamil Nadu,Madurai,03-09-2019,265,143.33,348.12,114.73,90.62,193.09
Tamil Nadu,Madurai,05-09-2019,155,159.92,126.26,5.08,98.44,85.22
Tamil Nadu,Madurai,07-09-2019,376,82.89,31.87,69.65,10.46,181.56
Tamil Nadu,Madurai,21-09-2019,267,18.08,260.37,126.8,55.38,122.34
Tamil Nadu,Madurai,28-09-2019,79,161,222.54,17.94,72.77,61.58
Tamil Nadu,Madurai,04-10-2019,166,67.4,23.16,77.87,5.83,10.07
Tamil Nadu,Madurai,05-10-2019,57,30.53,53.84,146.63,94.64,73.83
Tamil Nadu,Madurai,11-10-2019,248,12.43,49.25,121.47,4.35,141.24
Tamil Nadu,Madurai,27-10-2019,137,99.09,127.1,191.1,26.48,67.33
Tamil Nadu,Madurai,04-11-2019,311,40.04,73.59,162.53,67.39,63.75
Tamil Nadu,Madurai,01-12-2019,427,186.18,181.38,11.1,24.27,159.8
Tamil Nadu,Madurai,05-12-2019,108,4.5,185.91,92.09,19.48,93.59
Tamil Nadu,Madurai,07-12-2019,128,187.71,1.05,139.61,25.06,4.93
Tamil Nadu,Madurai,13-12-2019,25,29.3,289.64,129.21,46.97,159.62
Tamil Nadu,Madurai,21-12-2019,402,170.56,271.56,198.69,95.23,124.07
Tamil Nadu,Madurai,22-12-2019,220,175.38,397.81,45.79,74.87,194.56
Tamil Nadu,Madurai,26-12-2019,120,95.8,318.64,84.38,70.76,107.32
Tamil Nadu,Madurai,28-12-2019,153,263.94,164.78,151.34,34.91,161.78
Tamil Nadu,Madurai,31-12-2019,352,99.54,312.52,120.81,65.84,111.58
Tamil Nadu,Madurai,22-01-2020,271,139.09,63.42,9.45,89.4,65.98
Tamil Nadu,Madurai,08-02-2020,414,244.3,235.75,176.34,61.23,159.35
Tamil Nadu,Madurai,13-02-2020,68,58.16,206.05,176.53,70.83,55.37
Tamil Nadu,Madurai,25-02-2020,296,46.54,228.27,101.05,39.18,101.14
Tamil Nadu,Madurai,28-02-2020,8,103.27,395.8,179.13,48.62,195.64
Tamil Nadu,Madurai,01-03-2020,243,65.29,110.69,80.84,88.24,155.56
Tamil Nadu,Madurai,02-03-2020,232,100.4,156.56,40.26,30.71,24.69
Tamil Nadu,Madurai,28-03-2020,119,49.38,48.11,13.53,17.66,114.02
Tamil Nadu,Madurai,06-04-2020,338,250.59,358.22,54.64,1.24,98.5
Tamil Nadu,Madurai,12-04-2020,147,87.8,203.49,137.15,54.57,11.57
Tamil Nadu,Madurai,26-04-2020,417,225.42,179.27,21.2,63.61,199.99
Tamil Nadu,Madurai,08-05-2020,255,116.295,210.22,93.785,65.175,147.075
Tamil Nadu,Madurai,10-05-2020,216,266.35,108.42,10.58,34.28,41.53
Tamil Nadu,Madurai,13-06-2020,400,66.86,89.53,36.58,60.86,97.7
Tamil Nadu,Madurai,14-06-2020,44,55.95,89.43,174.65,93.24,69.02
Tamil Nadu,Madurai,20-06-2020,30,1.62,229.52,123.03,48.91,172.27
Tamil Nadu,Madurai,30-06-2020,359,137.88,260.12,101.17,40.62,170.3
Tamil Nadu,Madurai,30-07-2020,74,45.46,322.61,110.3,22.2,195
Tamil Nadu,Madurai,24-08-2020,52,97.51,158.46,39.63,18.57,73.36
Tamil Nadu,Madurai,27-08-2020,373,70.87,361.04,70.76,71.61,173.63
Tamil Nadu,Madurai,01-10-2020,197,199.27,282.36,59.91,71.2,114.89
Tamil Nadu,Madurai,23-10-2020,473,207.26,43.82,136.83,52.73,14.28
Tamil Nadu,Madurai,05-11-2020,324,31.65,387.47,129.21,97.94,61.76
Tamil Nadu,Madurai,07-11-2020,369,155.69,152.35,65.62,67.63,160.05
Tamil Nadu,Madurai,23-11-2020,220,176.87,235.92,189.62,72.79,99.31
Tamil Nadu,Madurai,05-12-2020,25,10.44,341.33,109.31,96.35,147.88
Tamil Nadu,Madurai,10-12-2020,381.5,79.42,104.085,40.67,26.09,69.25
Tamil Nadu,Madurai,16-12-2020,222,20.06,216,29.47,66.13,109.06
Tamil Nadu,Madurai,24-12-2020,332,19.42,75.65,113.97,65.1,37.83
Tamil Nadu,Madurai,25-12-2020,298,109.04,392.6,0.57,68.75,51.14
Tamil Nadu,Madurai,14-01-2021,185,149.7,66.86,174.24,78.85,138.94
Tamil Nadu,Madurai,10-02-2021,189,35.37,237.88,114.55,8.82,191.67
Tamil Nadu,Madurai,19-02-2021,294,3.06,152.48,153.73,53.79,130.26
Tamil Nadu,Madurai,09-03-2021,330,126.84,265.68,13.24,18.17,185.27
Tamil Nadu,Madurai,30-03-2021,444,197.5,84.55,20.94,33.67,61.46
Tamil Nadu,Madurai,05-04-2021,301,242.24,152.55,129.55,45.28,14.07
Tamil Nadu,Madurai,17-04-2021,457,1.04,44,50.63,86.29,41.77
Tamil Nadu,Madurai,14-05-2021,449,27.23,20.88,81.45,94.87,119.92
Tamil Nadu,Madurai,26-05-2021,425,112.14,396.85,96.06,51.21,185.2
Tamil Nadu,Madurai,05-06-2021,186,284.12,167.71,166.91,66.66,95.73
Tamil Nadu,Madurai,15-06-2021,1,204.66,219.89,91.38,55.97,30.38
Tamil Nadu,Madurai,28-06-2021,294,243.17,19.59,44.33,11.25,68.37
Tamil Nadu,Madurai,01-07-2021,97,159.03,217.91,191.94,7.39,70.27
Tamil Nadu,Madurai,12-07-2021,86,272.79,343.63,38.94,85.74,116.46
Tamil Nadu,Madurai,14-07-2021,421,273.45,296.99,96.26,86.22,174.07
Tamil Nadu,Madurai,25-07-2021,257,256.08,394.6,120.3,22.24,79.89
Tamil Nadu,Madurai,29-07-2021,318,155.805,120.69,128.165,78.865,11.93
Tamil Nadu,Madurai,31-07-2021,134,155.11,223.48,119.24,17.86,162.69
Tamil Nadu,Madurai,01-08-2021,357,235.99,160.14,81.32,32.24,70.01
Tamil Nadu,Madurai,05-08-2021,120,81.97,319.21,148.75,41.03,74.65
Tamil Nadu,Madurai,08-08-2021,371,155.76,22.68,86.64,27.99,42.24
Tamil Nadu,Madurai,09-08-2021,417,39.2,14.3,48.14,86.77,100.55
Tamil Nadu,Madurai,10-08-2021,266.5,164.905,296.84,14.865,29.805,42.32
Tamil Nadu,Madurai,13-08-2021,282,288.37,32.86,110.08,41.08,64.89
Tamil Nadu,Madurai,14-08-2021,336,295.14,95.28,54.45,74.62,93.15
Tamil Nadu,Madurai,25-08-2021,177,81.42,269.18,116.51,69.27,146.61
Tamil Nadu,Madurai,31-08-2021,82,128.33,56.26,124.61,6.52,3.02
Tamil Nadu,Madurai,02-09-2021,390,39.57,100.5,138.07,30.55,144.45
Tamil Nadu,Madurai,15-09-2021,311,243.28,244.59,140.76,41.53,67.38
Tamil Nadu,Madurai,21-09-2021,283,129.55,264.77,117.63,87.83,25.18
Tamil Nadu,Madurai,30-09-2021,352,0.22,266.41,76.95,75.18,84.1
Tamil Nadu,Madurai,17-10-2021,263,62.61,121.58,86.07,39.22,165.58
Tamil Nadu,Madurai,27-10-2021,226,35.2,207.01,40.16,37.06,76.79
Tamil Nadu,Madurai,08-11-2021,417,118.035,316.89,93.48,17.515,150.96
Tamil Nadu,Madurai,17-11-2021,170,26.41,235.05,100.13,19.96,22.05
Tamil Nadu,Madurai,23-11-2021,461,133.43,178.78,71.4,63.26,84.8
Tamil Nadu,Madurai,09-12-2021,228,217.12,192.59,51.06,79.7,31.85
Tamil Nadu,Madurai,24-12-2021,342,115.95,94.89,59.13,82.76,181.28
Tamil Nadu,Madurai,16-01-2022,16,246.1,325.34,172.33,82.6,14.08
Tamil Nadu,Madurai,18-01-2022,109,135.45,338.14,18.19,27.96,124.91
Tamil Nadu,Madurai,01-02-2022,16,109.37,65.29,176.49,70.96,108.8
Tamil Nadu,Madurai,02-02-2022,314,187.35,25.42,47.48,100,187.66
Tamil Nadu,Madurai,03-02-2022,60,114.73,210.71,94.8,85.82,79.67
Tamil Nadu,Madurai,30-04-2022,228,273.77,51.82,48.15,20.06,166.05
Tamil Nadu,Madurai,08-05-2022,296,114.11,26.74,178,58.11,87.49
Tamil Nadu,Madurai,12-05-2022,74,230.1,0.28,150.84,76.06,156.51
Tamil Nadu,Madurai,21-05-2022,348,59.4,145.77,189.51,30.52,144.57
Tamil Nadu,Madurai,27-05-2022,177,177.6,246.21,61.88,99.35,36.51
Tamil Nadu,Madurai,02-06-2022,52,26.84,42.16,141.39,25.87,107.4
Tamil Nadu,Madurai,03-06-2022,441,292.35,293.35,108.53,44.48,50.79
Tamil Nadu,Madurai,23-06-2022,235,149.82,388.38,152.83,24.37,165.35
Tamil Nadu,Madurai,24-06-2022,8,15.57,123.84,91.39,30.08,10.58
Tamil Nadu,Madurai,25-06-2022,356,209.58,140.6,2.95,41.57,59.4
Tamil Nadu,Madurai,13-07-2022,264,174.37,277.95,151.32,13.6,16.6
Tamil Nadu,Madurai,15-07-2022,445,113.63,231.58,172.8,96.41,47.35
Tamil Nadu,Madurai,28-07-2022,401,15.01,52.86,190.31,93.41,170.25
Tamil Nadu,Madurai,05-08-2022,267,284.59,393.24,161.38,60.96,64.71
Tamil Nadu,Madurai,30-08-2022,488,255.48,104.68,166.78,90.89,164.13
Tamil Nadu,Madurai,10-09-2022,203,127.37,117.36,150.44,40.23,133.14
Tamil Nadu,Madurai,08-10-2022,263,224.14,244.84,163.56,95.16,143.55
Tamil Nadu,Madurai,12-10-2022,385,134.59,387.38,166.25,44.58,159.96
Tamil Nadu,Madurai,15-10-2022,321,254.595,172.945,39.445,74.07,84.705
Tamil Nadu,Madurai,16-10-2022,6,190.59,304.92,176.25,50.62,55.5
Tamil Nadu,Madurai,25-10-2022,353,85.27,272.47,78.92,51.4,13.85
Tamil Nadu,Madurai,07-11-2022,490,102.9,274.51,119.21,93.07,111.66
Tamil Nadu,Madurai,10-11-2022,260,213.07,46.24,178.13,89.77,29.37
Tamil Nadu,Madurai,27-11-2022,211,183.93,227.12,182.76,84.11,87.54
Tamil Nadu,Madurai,17-12-2022,18,78.91,104.69,30.31,51.45,154.64
Tamil Nadu,Madurai,30-12-2022,191,230.92,245.2,117.05,3.33,10.01
Uttar Pradesh,Kanpur,05-01-2015,167,285.02,233.27,176.43,34.56,42.08
Uttar Pradesh,Kanpur,06-01-2015,280,57.15,138.27,22.4,51.21,100.91
Uttar Pradesh,Kanpur,15-01-2015,79,183.12,369.08,186.69,58.65,193.67
Uttar Pradesh,Kanpur,30-01-2015,72,263.35,281.95,106.75,84.77,73.05
Uttar Pradesh,Kanpur,03-02-2015,266,21.62,84.97,131.97,0.64,4.37
Uttar Pradesh,Kanpur,02-03-2015,176,258.84,194.91,138.85,49.91,65.77
Uttar Pradesh,Kanpur,05-03-2015,393,182.41,366.07,179.59,86.86,39.2
Uttar Pradesh,Kanpur,08-03-2015,310,260.09,231.16,99.4,55.89,120.68
Uttar Pradesh,Kanpur,14-03-2015,127,103.84,21.39,60.35,89.23,188.01
Uttar Pradesh,Kanpur,15-03-2015,221,184.19,334.56,115.61,26.25,43.44
Uttar Pradesh,Kanpur,18-03-2015,6,58.5,360.58,83.85,13.05,118.1
Uttar Pradesh,Kanpur,20-03-2015,19,32.59,317,188.49,54.91,189.12
Uttar Pradesh,Kanpur,21-03-2015,371,208.72,91.75,159.89,68.47,40.36
Uttar Pradesh,Kanpur,21-04-2015,165,38.59,145.64,46.33,17.07,70.46
Uttar Pradesh,Kanpur,10-05-2015,426,19.44,64.58,35.49,10.78,192.91
Uttar Pradesh,Kanpur,17-06-2015,361,26.83,0.02,145.16,56.34,161.13
Uttar Pradesh,Kanpur,18-06-2015,222,267.02,380.27,86.11,74.58,114.31
Uttar Pradesh,Kanpur,25-06-2015,258,102.92,170.34,156.61,62.98,7.64
Uttar Pradesh,Kanpur,18-07-2015,495,83.96,333.54,105.14,55.47,83.97
Uttar Pradesh,Kanpur,05-08-2015,191,279.47,250.3,18.75,62.26,145.73
Uttar Pradesh,Kanpur,23-08-2015,174,37.57,181.98,99.44,17.58,62.12
Uttar Pradesh,Kanpur,12-09-2015,399,180.81,8.27,88.11,1.07,116.95
Uttar Pradesh,Kanpur,14-09-2015,480,286.21,61.49,88.83,90.29,37.1
Uttar Pradesh,Kanpur,19-09-2015,325,41.19,243.2,5.86,11.67,50.42
Uttar Pradesh,Kanpur,22-09-2015,43,172.48,137.43,69.7,99.41,85.34
Uttar Pradesh,Kanpur,01-10-2015,19,178.03,388.97,19.95,2.41,1.76
Uttar Pradesh,Kanpur,10-10-2015,465,195.44,104.84,23.44,43.62,125.03
Uttar Pradesh,Kanpur,14-10-2015,238.5,124.16,214.24,134.91,30.075,130.7
Uttar Pradesh,Kanpur,20-10-2015,104,123.41,356.98,22,42.28,137.28
Uttar Pradesh,Kanpur,22-10-2015,482,99.79,87.95,181.67,61.88,151.16
Uttar Pradesh,Kanpur,24-10-2015,14,94.83,177.12,114.42,57.34,175.95
Uttar Pradesh,Kanpur,27-10-2015,340,267.35,394.27,96.17,49.89,57.62
Uttar Pradesh,Kanpur,11-11-2015,182,264.39,318.16,122.35,76.74,108.7
Uttar Pradesh,Kanpur,15-11-2015,393,20.07,23.5,142.96,74.53,17.53
Uttar Pradesh,Kanpur,09-12-2015,84,196.1,283.22,25.77,94.52,186.07
Uttar Pradesh,Kanpur,15-12-2015,378,104.2,46.83,23.46,83.68,44.3
Uttar Pradesh,Kanpur,23-12-2015,332,256.72,98.84,3.73,26.27,105.52
Uttar Pradesh,Kanpur,25-12-2015,364,174.54,388.39,120.21,80.28,175.91
Uttar Pradesh,Kanpur,27-12-2015,303,244.21,136.97,171.69,2.11,57.34
Uttar Pradesh,Kanpur,05-01-2016,391,159.76,352.1,75.26,27.52,169.45
Uttar Pradesh,Kanpur,22-01-2016,334,131.1,304.2,19.99,19.84,108.26
